file_name,num_terms,width,height,spacing,velocity,angle,sample_interval,ra,dec,lat,lon,location_height,time0
curvy_pong_base.csv,5.0,2.0,1.9444444444444444,0.1388888888888889,0.2777777777777778,0.0,0.002,,,,,,
ra0dec0alt30_20011209.csv,5.0,2.0,1.9444444444444444,0.1388888888888889,0.2777777777777778,0.0,0.002,0.0,0.0,-22.985638888888893,-67.7402777777778,5611.800000000775,2001-12-09 19:31:20.566840+0000
ra0dec0alt40_20011209.csv,5.0,2.0,1.9444444444444444,0.1388888888888889,0.2777777777777778,0.0,0.002,0.0,0.0,-22.985638888888893,-67.7402777777778,5611.800000000775,2001-12-09 20:16:53.758077+0000
ra0dec0alt50_20011209.csv,5.0,2.0,1.9444444444444444,0.1388888888888889,0.2777777777777778,0.0,0.002,0.0,0.0,-22.985638888888893,-67.7402777777778,5611.800000000775,2001-12-09 21:05:01.328193+0000
ra0dec0alt60_20011209.csv,5.0,2.0,1.9444444444444444,0.1388888888888889,0.2777777777777778,0.0,0.002,0.0,0.0,-22.985638888888893,-67.7402777777778,5611.800000000775,2001-12-09 22:00:26.719592+0000
curvy_pong_less.csv,5.0,2.0,1.9444444444444444,0.1388888888888889,0.2777777777777778,0.0,0.025,0.0,0.0,-22.985638888888893,-67.7402777777778,5611.800000000775,2001-12-09 19:31:20.566840+0000
